1e+14 2.52865162244e-09
1.0202020202e+14 2.56606251385e-09
1.0404040404e+14 2.60171290979e-09
1.06060606061e+14 2.63559596027e-09
1.08080808081e+14 2.66770800242e-09
1.10101010101e+14 2.69804841135e-09
1.12121212121e+14 2.7266194535e-09
1.14141414141e+14 2.75342614247e-09
1.16161616162e+14 2.77847609758e-09
1.18181818182e+14 2.80177940515e-09
1.20202020202e+14 2.82334848269e-09
1.22222222222e+14 2.84319794594e-09
1.24242424242e+14 2.86134447901e-09
1.26262626263e+14 2.87780670756e-09
1.28282828283e+14 2.89260507515e-09
1.30303030303e+14 2.90576172272e-09
1.32323232323e+14 2.91730037136e-09
1.34343434343e+14 2.92724620838e-09
1.36363636364e+14 2.93562577661e-09
1.38383838384e+14 2.94246686704e-09
1.40404040404e+14 2.94779841488e-09
1.42424242424e+14 2.95165039887e-09
1.44444444444e+14 2.95405374398e-09
1.46464646465e+14 2.95504022751e-09
1.48484848485e+14 2.95464238842e-09
1.50505050505e+14 2.95289344012e-09
1.52525252525e+14 2.94982718647e-09
1.54545454545e+14 2.94547794108e-09
1.56565656566e+14 2.93988044993e-09
1.58585858586e+14 2.93306981708e-09
1.60606060606e+14 2.92508143372e-09
1.62626262626e+14 2.91595091023e-09
1.64646464646e+14 2.90571401141e-09
1.66666666667e+14 2.89440659472e-09
1.68686868687e+14 2.88206455152e-09
1.70707070707e+14 2.8687237513e-09
1.72727272727e+14 2.85441998869e-09
1.74747474747e+14 2.83918893337e-09
1.76767676768e+14 2.82306608276e-09
1.78787878788e+14 2.80608671732e-09
1.80808080808e+14 2.78828585856e-09
1.82828282828e+14 2.76969822958e-09
1.84848484848e+14 2.75035821812e-09
1.86868686869e+14 2.730299842e-09
1.88888888889e+14 2.70955671703e-09
1.90909090909e+14 2.68816202705e-09
1.92929292929e+14 2.66614849628e-09
1.94949494949e+14 2.64354836387e-09
1.9696969697e+14 2.62039336036e-09
1.9898989899e+14 2.59671468632e-09
2.0101010101e+14 2.5725429928e-09
2.0303030303e+14 2.5479083637e-09
2.05050505051e+14 2.52284029992e-09
2.07070707071e+14 2.49736770521e-09
2.09090909091e+14 2.47151887372e-09
2.11111111111e+14 2.44532147906e-09
2.13131313131e+14 2.41880256497e-09
2.15151515152e+14 2.39198853735e-09
2.17171717172e+14 2.36490515773e-09
2.19191919192e+14 2.33757753804e-09
2.21212121212e+14 2.31003013664e-09
2.23232323232e+14 2.28228675558e-09
2.25252525253e+14 2.25437053887e-09
2.27272727273e+14 2.22630397203e-09
2.29292929293e+14 2.19810888245e-09
2.31313131313e+14 2.16980644086e-09
2.33333333333e+14 2.14141716362e-09
2.35353535354e+14 2.11296091589e-09
2.37373737374e+14 2.08445691562e-09
2.39393939394e+14 2.05592373827e-09
2.41414141414e+14 2.02737932221e-09
2.43434343434e+14 1.99884097483e-09
2.45454545455e+14 1.97032537919e-09
2.47474747475e+14 1.94184860128e-09
2.49494949495e+14 1.91342609781e-09
2.51515151515e+14 1.88507272443e-09
2.53535353535e+14 1.85680274444e-09
2.55555555556e+14 1.82862983786e-09
2.57575757576e+14 1.8005671109e-09
2.59595959596e+14 1.77262710575e-09
2.61616161616e+14 1.74482181064e-09
2.63636363636e+14 1.71716267022e-09
2.65656565657e+14 1.68966059611e-09
2.67676767677e+14 1.6623259777e-09
2.69696969697e+14 1.63516869312e-09
2.71717171717e+14 1.60819812032e-09
2.73737373737e+14 1.58142314832e-09
2.75757575758e+14 1.55485218854e-09
2.77777777778e+14 1.52849318621e-09
2.79797979798e+14 1.50235363184e-09
2.81818181818e+14 1.4764405727e-09
2.83838383838e+14 1.45076062434e-09
2.85858585859e+14 1.4253199821e-09
2.87878787879e+14 1.40012443259e-09
2.89898989899e+14 1.37517936517e-09
2.91919191919e+14 1.35048978329e-09
2.93939393939e+14 1.32606031589e-09
2.9595959596e+14 1.30189522859e-09
2.9797979798e+14 1.27799843492e-09
3e+14 1.2543735073e-09
